"","a2","a3","a4","b","gamma","l","mu","p","phi1","phi2","phi3","phi4","ql","r2","r3","r4","t1","t2","t3","t4","vL","y1","y2","z1","z2","z3","z4","Error"
"39",0.110897718,0.00972639,0.001545895,0.502004814,0.503442903,0.001921717,0.033891567,0.235880901,0.600484263,0.650679476,0.32686871,0.441634068,19.33116639,0.141506295,0.035279617,0.062515554,0.038208839,0.026991656,0.063118642,0.063570406,0.00070353,0.0861918,0.966357383,0.610018655,0.755784625,0.862964285,0.442998741,508733.4017
"40",0.020287054,0.018510638,0.005280378,0.516970735,0.249254399,0.001897704,0.032639328,0.289267655,0.821568983,0.560748682,0.316817909,0.340925401,14.85235466,0.085039349,0.121445846,0.013436434,0.01042335,0.09647058,0.057733985,0.034061101,0.000963147,0.146096773,0.774586218,0.896827128,0.84971136,0.817340965,0.743569985,511145.3901
"41",0.029485251,0.006395247,0.003162353,0.500412973,0.479479976,0.003877591,0.036030356,0.235365466,0.606117298,0.553933422,0.306769039,0.353622998,14.07500794,0.131283787,0.001697377,0.193936615,0.010259221,0.066684757,0.068815618,0.040180536,0.001025979,0.141655114,0.785274436,0.893909651,0.657686188,0.887576081,0.586332577,512490.3871
"42",0.045734048,0.016029634,0.013823656,0.50312483,0.53205288,0.00259983,0.036349361,0.219135647,0.637181161,0.518234805,0.308022968,0.431177055,18.15877472,0.014479848,0.088278746,0.029352379,0.062374502,0.080785296,0.063817142,0.035881927,0.000630941,0.102545144,0.821593144,0.867927806,0.76920968,0.771815116,0.741834045,514380.8978
"43",0.061418186,0.000174093,0.013045876,0.504196856,0.096337727,0.009660588,0.028123114,0.242145325,0.723261858,0.584279432,0.357972275,0.306900076,13.49040212,0.051692254,0.0025236,0.182741452,0.086868693,0.091561036,0.094219715,0.003476077,0.000615976,0.181835582,0.858436482,0.895370143,0.811674382,0.710850288,0.55774534,516189.2646
"44",0.01056005,0.004660875,0.007345597,0.532068225,0.573667217,0.001125092,0.034574077,0.293435812,0.82637215,0.635723796,0.301847262,0.385417245,16.88696044,0.07403479,0.005744601,0.053595769,0.010206749,0.099341375,0.043820315,0.017106081,0.001055457,0.133147934,0.807332424,0.871829686,0.792094691,0.880023676,0.626450567,516696.3749
"45",0.069936443,0.015043289,0.000517676,0.50208354,0.356310613,0.00374322,0.030266292,0.297273755,0.864154676,0.59415698,0.329937143,0.372498558,13.13791537,0.078076596,0.030157933,0.055994876,0.031232699,0.038805761,0.064474747,0.072376558,0.000927244,0.133036229,0.191756287,0.891134835,0.82203412,0.865219691,0.574606767,521709.509
"46",0.14794724,0.004155201,0.008746192,0.512098242,0.631351138,0.004156513,0.028402761,0.259512367,0.810939216,0.705926706,0.311971828,0.318344358,15.09150378,0.102833267,0.020782794,0.132260061,0.087353798,0.009925192,0.065255249,0.025809987,0.000651537,0.164261673,0.880056588,0.846692358,0.805437854,0.754353968,0.550676325,527840.35
"47",0.012170615,0.015465585,0.000239433,0.511676875,0.709229583,0.000334954,0.038902546,0.263955832,0.871777447,0.532789344,0.347629953,0.346786342,19.68294847,0.090995648,0.008339462,0.008819244,0.000817783,0.063946613,0.055853801,0.048855008,0.00102699,0.074952368,0.830244226,0.866778168,0.621532593,0.759699602,0.73739099,529414.7309
"48",0.014055152,0.006672035,0.013046626,0.501709857,0.472013275,0.00153283,0.03296903,0.269038759,0.884258361,0.511201837,0.329425138,0.326824152,19.49698769,0.10705542,0.015148215,0.053521767,0.043446498,0.060805849,0.047444834,0.007097035,0.00084179,0.19926217,0.403964777,0.795350522,0.876488351,0.841005976,0.236653594,530467.6584
"49",0.046453136,0.000420668,0.003176463,0.521449252,0.567002308,0.001222212,0.02394032,0.290129099,0.725034463,0.539086229,0.314789058,0.351513243,8.098596109,0.091252935,0.024996237,0.104149557,0.011003631,0.076615743,0.095487635,0.01080325,0.00107132,0.825299588,0.770193399,0.874784549,0.638085211,0.519791261,0.197293828,531147.4644
"50",0.062517205,0.001019878,0.019134598,0.542955041,0.912655661,0.006723094,0.022937228,0.278736075,0.618579425,0.599678235,0.326330173,0.331726224,15.44483153,0.172697133,0.026052946,0.066467514,0.09803826,0.031371063,0.066444321,0.023050525,0.000359376,0.648952852,0.983245056,0.793257041,0.862322649,0.856469898,0.7399858,535041.4975
"51",0.104605814,0.000376643,0.0065867,0.51258976,0.946399126,0.001645688,0.023609283,0.224202196,0.652304729,0.624630301,0.307212018,0.363606053,10.90083521,0.037869516,0.018720058,0.012864018,0.002018023,0.027692464,0.098951059,0.053162873,0.001004337,0.428415649,0.639230421,0.867703443,0.791548593,0.615935403,0.730809463,536809.9371
"52",0.071799282,0.01699992,0.004569281,0.502088797,0.5998182,0.002097311,0.028845916,0.276766688,0.896861321,0.56651406,0.329830327,0.304539388,17.48383422,0.160400849,0.019313173,0.022480475,0.057806948,0.031549427,0.054094976,0.034634495,0.000751443,0.190684593,0.877601359,0.891266565,0.830431801,0.745141516,0.433047848,540322.8258
"53",0.014442315,0.00555592,0.007139447,0.516529754,0.908582241,0.002069317,0.040170292,0.253939906,0.705081831,0.523871698,0.3501102,0.420038376,16.39425798,0.139032936,0.032025514,0.068406292,0.070449145,0.071981749,0.070526334,0.058652501,0.000645952,0.565171266,0.51761316,0.880494313,0.873998975,0.88806976,0.731129242,543511.8838
"54",0.011917455,0.005493371,0.007998673,0.51482686,0.919488593,0.002612905,0.052069949,0.244858849,0.827488936,0.631692818,0.321205446,0.332376516,22.46525941,0.135803649,0.028189571,0.083195513,0.004492489,0.086388349,0.052637824,0.002828875,0.000967598,0.128073961,0.844882155,0.841813818,0.747902633,0.845626097,0.294551624,544270.0277
"55",0.087387999,0.001456721,0.00313023,0.50601886,0.619236865,0.001335809,0.010475961,0.267434306,0.650264763,0.552095303,0.321601951,0.449093285,10.30694363,0.188178957,0.004848778,0.166063277,0.006538926,0.026251378,0.080064915,0.070010878,0.001052895,0.192783175,0.976498089,0.897012484,0.833387801,0.843722012,0.293851123,544890.8427
"56",0.051013808,0.004435016,0.007485357,0.500346257,0.928804686,0.005074423,0.038444115,0.273530571,0.888751118,0.564177862,0.365517603,0.346638167,11.41446802,0.085709937,0.010551542,0.05828836,0.016731656,0.036836828,0.093615508,0.036647059,0.00103576,0.099166166,0.91334053,0.874590425,0.791256798,0.862578006,0.766968381,544891.1676
"57",0.096970813,0.001392177,0.002272144,0.507307564,0.787462595,0.00518898,0.022299222,0.258649175,0.779256025,0.649381271,0.355559305,0.396567751,13.84350335,0.131976282,0.076485138,0.107158751,0.046713811,0.002946627,0.080281964,0.069243573,0.000847727,0.130927713,0.800769086,0.851767698,0.815709628,0.855704811,0.627503863,545210.9114
"58",0.047640087,0.00445457,0.003264951,0.505522678,0.927223277,0.007297019,0.011127558,0.291481311,0.721851013,0.516336988,0.317754537,0.31414489,8.407320783,0.001734061,0.03755094,0.048373345,0.027898075,0.064101902,0.08926238,0.067832488,0.000975928,0.052795314,0.786662156,0.887859305,0.767889496,0.862177331,0.714626949,545731.7699
"59",0.086806166,0.005531128,0.00795748,0.52205493,0.085914219,0.001506642,0.029796594,0.283229985,0.710638513,0.544562834,0.322967735,0.354195033,19.63917011,0.101968311,0.038172026,0.115203015,0.009669638,0.012200252,0.045045783,0.006900605,0.00101201,0.187798714,0.549142352,0.876563142,0.63710773,0.88244911,0.25691813,546557.1389
"60",0.107165947,0.001546974,0.012632417,0.508570295,0.959292365,0.006630008,0.037144417,0.258955447,0.878315435,0.548419581,0.315336663,0.365438551,13.04107577,0.158496409,0.055550547,0.165555816,0.09845836,0.004035226,0.077206607,0.019453441,0.0007067,0.964211036,0.918064204,0.840630325,0.868334956,0.806545204,0.564734231,557191.1219
"61",0.013948901,0.007471472,0.002398625,0.521625609,0.811219364,0.000597948,0.056705575,0.27741258,0.79087874,0.583023103,0.365575426,0.313515102,26.962488,0.067238679,0.053766184,0.007515121,0.004884472,0.048357467,0.042212767,0.029310251,0.001022762,0.160941194,0.859217273,0.891238248,0.835955835,0.885545858,0.792034254,557822.6203
"62",0.004593609,0.010735518,0.065697356,0.500745982,0.96454906,0.012791433,0.058276754,0.291679729,0.770676745,0.509453374,0.371431774,0.429986285,19.53389716,0.021609648,0.102456399,0.016366731,0.097408632,0.094270196,0.067248307,0.014342715,0.000266281,0.144286084,0.686662462,0.61784167,0.775391928,0.840502456,0.675182205,559528.4285
"63",0.006748811,0.011957646,0.006024247,0.519130833,0.827169602,0.000975192,0.013546889,0.293597867,0.790615214,0.504394556,0.310089741,0.368210101,10.47077099,0.118253879,0.015810242,0.049637261,0.007263679,0.097547301,0.068168813,0.025107738,0.001067,0.402263884,0.158906932,0.884447181,0.857662764,0.629577945,0.282497189,561287.6788
"64",0.040284496,0.008840382,0.002475776,0.516313404,0.760027897,0.003464155,0.041881865,0.244293213,0.762062671,0.507348753,0.304469193,0.384598188,10.5260113,0.036025901,0.047889392,0.10877443,0.03358257,0.090441066,0.09665305,0.062247777,0.000934933,0.094426094,0.964380171,0.898043785,0.898840863,0.855834746,0.38123665,562400.077
"65",0.021933587,0.005826767,0.00456832,0.51029574,0.708319993,0.008389934,0.037649762,0.296517608,0.895947472,0.726242553,0.300797427,0.314528559,12.96090733,0.134655799,0.005522029,0.181323623,0.024077505,0.098375843,0.066586523,0.013788109,0.000909566,0.10979698,0.7401118,0.875719199,0.89204155,0.882692438,0.23550907,564257.4074
"66",0.103715735,0.020768352,0.014874362,0.507859921,0.779627513,0.003032645,0.017385831,0.297870014,0.746922586,0.635599017,0.375900936,0.332833736,20.95828964,0.066678269,0.019142781,0.19189425,0.064264682,0.032738443,0.052658839,0.014844704,0.00047192,0.098801082,0.221689662,0.849353195,0.774867858,0.885042962,0.676956519,568360.7396
"67",0.090556873,0.013147596,0.001072417,0.517337121,0.727978684,0.006504297,0.027963377,0.288442465,0.653307439,0.517040013,0.319601838,0.347513738,11.27430305,0.193265072,0.028992777,0.004338945,0.043728248,0.009975255,0.081110305,0.074068467,0.000816366,0.31392125,0.664920197,0.889992928,0.636934282,0.770438985,0.730783791,570095.9783
"68",0.015819452,0.004723297,0.008832224,0.535508481,0.767371567,0.000282757,0.026219002,0.296454587,0.839425381,0.563961025,0.320846571,0.318760298,16.16443355,0.026074889,0.166995104,0.162099439,0.012476523,0.068459133,0.048322697,0.007960102,0.001049051,0.235836269,0.235134422,0.818337147,0.832604473,0.878522212,0.795675613,572718.7709
"69",0.022825251,0.00307661,0.001113,0.51142632,0.662292402,0.007239817,0.030614595,0.186940873,0.775790221,0.520674398,0.309030613,0.301933041,14.48936258,0.043642999,0.039659097,0.080660589,0.023598403,0.088521863,0.089210629,0.068139363,0.000945471,0.066435448,0.986749836,0.85751137,0.551855012,0.856507189,0.745555181,575306.9966
"70",0.028190387,0.007196808,0.009637036,0.511830154,0.935450302,0.002756406,0.04606738,0.295175807,0.827772125,0.501333371,0.347235045,0.455833902,11.53140855,0.11770217,0.030048637,0.096221204,0.036367998,0.043559918,0.089800221,0.017905412,0.000895899,0.938037339,0.049571351,0.862732504,0.821341017,0.881873098,0.701351507,576233.4851
"71",0.022108059,0.004743054,0.006242831,0.519969454,0.952111475,0.000851959,0.040450237,0.215329983,0.828983278,0.562395096,0.309899055,0.432770493,11.81614422,0.049620869,0.103783212,0.052487624,0.001292376,0.084792827,0.096785199,0.052425146,0.001068563,0.332007221,0.849990695,0.860104478,0.811514034,0.8069516,0.687989966,581234.4594
"72",0.069057362,0.001660682,0.00445001,0.514801686,0.833629812,0.003031259,0.011848259,0.281689875,0.735829653,0.798057182,0.342828447,0.368106263,12.45441437,0.079949709,0.101499078,0.092321918,0.019690541,0.08619241,0.072756907,0.036716567,0.000947428,0.145150337,0.724854703,0.858242608,0.852363953,0.772379072,0.711390844,584694.8194
"73",0.074490141,0.034875757,0.031918134,0.562234088,0.378685034,0.006261479,0.026656018,0.298062276,0.851043336,0.617236754,0.349481598,0.403447057,27.46903572,0.134118349,0.061525064,0.115763914,0.077559644,0.062520836,0.037475704,0.017790294,0.000294719,0.410973125,0.666233386,0.843755446,0.800466265,0.860138875,0.751729531,585739.7797
"74",0.028522615,0.000712663,0.005144155,0.521388195,0.217849961,0.004909903,0.026532327,0.269200514,0.846031846,0.505336823,0.329953496,0.316601617,19.58686519,0.141603875,0.027202659,0.15702673,0.021787575,0.033553252,0.046041207,0.019858267,0.000971359,0.145905592,0.876513082,0.894812312,0.81875955,0.817512058,0.704773634,586859.4007
"75",0.005172873,0.006115726,0.005306337,0.550434077,0.803368158,0.004045114,0.030702307,0.27836063,0.698208437,0.597473833,0.362047718,0.303210719,18.12522793,0.12089483,0.047973948,0.008871614,0.017058397,0.091531424,0.058561323,0.030008576,0.000928478,0.132221443,0.850371947,0.867510176,0.833114195,0.873783101,0.754833369,592082.5875
"76",0.004832567,0.001473947,0.01025429,0.544486864,0.531315556,0.002482427,0.018265462,0.296343263,0.883549489,0.528156227,0.334105783,0.378987023,14.40580762,0.023122959,0.009540067,0.028457035,0.030731912,0.0879492,0.056119285,0.013131699,0.000958871,0.081547829,0.311275506,0.832984094,0.838059116,0.773135852,0.468156442,592824.8302
"77",0.059024633,0.013122447,0.014585602,0.501187662,0.981768679,0.001064556,0.002426311,0.260596876,0.630459306,0.702740898,0.307600664,0.4073391,12.30184136,0.109571923,0.001334656,0.008001484,0.041237949,0.099630661,0.070478307,0.012802385,0.000784224,0.084017089,0.69374207,0.845422933,0.857407783,0.855028527,0.693353843,593371.3796
"78",0.096091668,0.002989541,0.000417657,0.517603568,0.877276197,0.000147363,0.025719225,0.266764991,0.89008924,0.819001491,0.357765225,0.399772473,13.03086037,0.095711508,0.177944109,0.169016999,0.021220887,0.008323203,0.078246585,0.073325187,0.001044856,0.265161159,0.918613341,0.826558924,0.856699076,0.772390662,0.730321995,594161.6556
"79",0.046185787,9.54e-05,0.008691206,0.511756566,0.755430608,0.003485726,0.029817653,0.222294824,0.637010391,0.714630955,0.373053187,0.361646409,19.3811261,0.09251922,0.088153319,0.119214047,0.022517758,0.069905466,0.073767196,0.01933169,0.000850749,0.625863567,0.883357042,0.835284657,0.768085988,0.865142025,0.724705277,594210.992
"80",0.058104042,0.007859018,0.006706789,0.500716154,0.84877678,0.000415507,0.011690148,0.202269687,0.79027564,0.524150469,0.303280123,0.428126611,10.96962428,0.196054304,0.012979673,0.020370885,0.033550586,0.017428726,0.091405757,0.065414228,0.00099165,0.010558976,0.995839532,0.826167887,0.88862739,0.860193448,0.74538862,594437.4401
