"","a2","a3","a4","b","gamma","l","mu","p","phi1","phi2","phi3","phi4","ql","r2","r3","r4","t1","t2","t3","t4","vL","y1","y2","z1","z2","z3","z4","Error"
"193",0.00053911,0.028347959,0.009013735,0.501408836,0.650478961,0.019025152,0.032516464,0.271571361,0.794055258,0.596078977,0.334911833,0.423044231,16.27087862,0.090671157,0.012587792,0.185042904,0.078689609,0.098818209,0.063560879,0.015047855,0.000580115,0.499053053,0.822723095,0.765572513,0.69348142,0.681674636,0.715383472,716079.7951
"194",0.022095849,0.004475152,0.01176524,0.510490828,0.347252414,0.009355898,0.042879885,0.207719588,0.654925457,0.557487197,0.335814015,0.363149492,18.84310123,0.061871957,0.002822924,0.105180023,0.053941036,0.080847267,0.077692881,0.014358246,0.000685295,0.013709631,0.888559925,0.899014679,0.872117599,0.774575433,0.215874314,717998.9666
"195",0.06597303,0.0059077,0.002318503,0.513001441,0.757715795,0.012644521,0.025038126,0.293206555,0.640634131,0.638438748,0.310015756,0.322662758,16.93205897,0.06153364,0.049740562,0.107616063,0.001518757,0.042785187,0.04380231,0.013144727,0.001069456,0.253317792,0.793723893,0.86600164,0.726282523,0.877419907,0.615389044,718400.5188
"196",0.098366828,0.011121516,0.005260149,0.52728212,0.997766174,0.001950612,0.031128045,0.1773783,0.667576803,0.642886379,0.3086554,0.395576856,19.84610181,0.14054838,0.024015262,0.049085403,0.0946198,0.08180068,0.068474508,0.076405007,0.000568594,0.912757115,0.021036541,0.875900337,0.873761538,0.869325148,0.596787262,719483.3785
"197",0.074445531,0.010899409,0.006213864,0.536376513,0.269643293,0.006659404,0.03270966,0.27508229,0.634308898,0.509943199,0.307652316,0.340168493,10.32520113,0.005235594,0.070312116,0.03759454,0.026453722,0.032533921,0.089244981,0.041884333,0.000903152,0.046736681,0.890906153,0.895101555,0.779120318,0.804064629,0.387144259,719711.6979
"198",0.144319587,0.024477881,0.017822505,0.514712082,0.982602075,0.000425444,0.053197441,0.29330563,0.617977702,0.633322637,0.402201324,0.368388932,14.31664057,0.091587659,0.016207468,0.027310419,0.0677612,0.019359253,0.086626092,0.021801943,0.000644145,0.878785005,0.996425059,0.856214792,0.843299775,0.837096197,0.584670591,721034.5526
"199",0.010154002,0.004850233,0.003649376,0.518418882,0.654099447,0.001191505,0.012354257,0.229053179,0.807559507,0.723274674,0.399942219,0.355769309,26.92286039,0.128431354,0.09981017,0.171188852,0.011816677,0.084607517,0.048373752,0.015151397,0.000991705,0.175580669,0.444603053,0.887721624,0.573139444,0.575817712,0.412615891,723394.3113
"200",0.042598208,0.012674192,0.013085817,0.513595051,0.914478064,0.003087391,0.049341342,0.218847493,0.881616877,0.591087923,0.301757853,0.422780356,13.46413326,0.037538417,0.021532629,0.036251289,0.032670714,0.099162181,0.082026745,0.017605102,0.000954128,0.289390106,0.893582419,0.78225301,0.727493436,0.884642463,0.783422742,723581.6521
"201",0.119671617,0.012914363,0.010187234,0.508105671,0.588462258,0.005427957,0.00513964,0.246390293,0.684326785,0.754986128,0.360323299,0.374854189,17.38188509,0.082272193,0.045311738,0.122770286,0.063358683,0.024566624,0.065222022,0.024901367,0.000645739,0.21099671,0.619675142,0.88585669,0.839739799,0.819654168,0.653659154,724124.595
"202",0.152979263,0.02425829,0.01958846,0.501495283,0.797415485,0.00494325,0.023132648,0.228252612,0.710078847,0.886081093,0.329714143,0.367409596,19.13914381,0.180198507,0.007342192,0.062365959,0.086881382,0.059868909,0.057857974,0.020141996,0.000554623,0.224171398,0.482362721,0.835466374,0.801123983,0.7469072,0.514221452,724332.6951
"203",0.055623608,0.007738373,0.006966923,0.528250707,0.876137827,0.006843613,0.032779277,0.28593809,0.803642274,0.60721947,0.307662231,0.307458604,8.927818942,0.056533815,0.083738322,0.194379284,0.015405365,0.088266568,0.0900999,4.66e-05,0.001026181,0.458875701,0.987171588,0.684540784,0.627456016,0.896584243,0.769457928,724606.0365
"204",0.011633013,0.018260706,0.011270648,0.506360428,0.910979008,0.016846207,0.062142497,0.232140793,0.861685445,0.521537707,0.300253165,0.322324248,23.04955757,0.04279684,0.017095337,0.137086803,0.059601849,0.07957185,0.050693536,0.003744718,0.000655718,0.03339222,0.953791751,0.892854424,0.815155581,0.872343832,0.569540486,726378.6506
"205",0.034810552,0.006006852,0.009020485,0.501320593,0.603036112,0.010229944,0.001409455,0.289502293,0.783160505,0.651830098,0.302786638,0.432426499,8.226946355,0.007039296,0.141193173,0.113952799,0.050068457,0.091504749,0.085226451,0.041175613,0.000888616,0.045263348,0.169766659,0.701936645,0.617904665,0.878160184,0.746986933,726495.2017
"206",0.12197897,0.004122102,9.99e-05,0.520038192,0.622129883,0.001752929,0.073819301,0.298262841,0.623425265,0.843372413,0.380270205,0.312682858,19.65619329,0.076089952,0.142297307,0.177147705,0.032448146,0.054365698,0.063145903,0.04294132,0.000742368,0.524217578,0.46167537,0.743967634,0.774265942,0.880896546,0.132486242,726935.5459
"207",0.064641341,0.012787694,0.001815668,0.512278854,0.80512436,0.014740035,0.033925142,0.297061376,0.706801008,0.651606777,0.302261256,0.340249774,11.76758282,0.032606117,0.024496179,0.067744612,0.022723253,0.056335025,0.067070814,0.034854962,0.000924896,0.030334748,0.800317769,0.791039497,0.87530835,0.598271526,0.675642395,728290.759
"208",0.025188756,4.07e-05,0.007885842,0.513140349,0.662329332,0.000255415,0.007806278,0.162811977,0.68517237,0.620901479,0.313545767,0.345102123,19.9355272,0.187184544,0.02008539,0.056237195,0.038125026,0.085100864,0.064589129,0.029655027,0.00089924,0.017035673,0.41070366,0.883286286,0.811096744,0.88446289,0.385098852,728372.5446
"209",0.085239474,0.009527414,0.002165251,0.510285736,0.480927459,0.004945994,0.030616126,0.208139599,0.654245699,0.574370422,0.337039811,0.444183438,13.43559232,0.18534626,0.010404689,0.169946518,0.047352909,0.016902239,0.092297785,0.079396575,0.000880693,0.498620662,0.903881757,0.864891401,0.897340512,0.777299857,0.61049734,729783.4921
"210",0.044209472,0.026708112,0.005158016,0.503640752,0.805335995,0.003392002,0.025560056,0.211830038,0.731717318,0.545401825,0.314564551,0.322938449,26.15366162,0.08888156,0.037175662,0.168731719,0.016900739,0.040688334,0.041138606,0.017324104,0.000926597,0.278042233,0.848395322,0.848718456,0.833212983,0.852717955,0.691339079,730551.1696
"211",0.055911917,0.000957626,0.008504544,0.560020201,0.892029333,0.002735969,0.022220857,0.29030601,0.607269494,0.565700907,0.326986307,0.420306032,14.21551358,0.031106054,0.02624872,0.033778416,0.007778466,0.019417161,0.059159445,0.024133052,0.001061829,0.208047645,0.710835149,0.887936575,0.63990072,0.885161088,0.753189155,730908.5823
"212",0.154094911,0.00354485,0.006047521,0.506587246,0.798081337,0.002093998,0.016160953,0.14075351,0.614157131,0.631451793,0.320987666,0.386778332,22.26319426,0.172806157,0.021705185,0.078508315,0.082184913,0.006135873,0.078590178,0.062255592,0.00064377,0.745997611,0.683344899,0.867797732,0.667783371,0.828699715,0.738995028,731012.1892
"213",0.069891841,0.014996167,0.002290074,0.509257381,0.846751994,0.003323704,0.01212683,0.226542232,0.608966679,0.535042254,0.363995042,0.332147748,13.54555913,0.070743619,0.010853855,0.122401064,0.005127064,0.018590633,0.089643923,0.060718277,0.001012626,0.117374384,0.706416844,0.888687532,0.778356445,0.722431465,0.310548537,731255.6346
"214",0.092619238,0.01049709,0.008022507,0.502311092,0.980926428,0.004809745,0.074129005,0.292758382,0.818137808,0.592619463,0.316545128,0.473387051,15.76818001,0.012199764,0.011918049,0.013156207,0.012881282,0.006904436,0.063279729,0.04062112,0.000993747,0.160209435,0.74939812,0.811822603,0.884671283,0.825749038,0.706111937,732480.1193
"215",0.027421008,0.012928916,0.00659874,0.521879715,0.878222301,0.005851,0.009710284,0.296664857,0.88309224,0.563660644,0.300867501,0.398310462,10.67655016,0.075355532,0.001867002,0.09683065,0.010723296,0.099962757,0.060310651,0.024970754,0.001044668,0.517328708,0.945443116,0.750971871,0.820233973,0.779511117,0.660472903,732511.0193
"216",0.003094533,0.002394374,0.004607281,0.525658707,0.912937622,0.006755939,0.027609096,0.208280218,0.747547899,0.528072652,0.38208567,0.315500895,20.94958277,0.003827621,0.030157597,0.175635316,0.024872517,0.070005117,0.072503127,0.012836615,0.000897063,0.23591057,0.515849636,0.899102734,0.868813793,0.834267409,0.726902408,732712.4773
"217",0.002096497,0.011047652,0.015444623,0.537496964,0.64540064,0.01092348,0.030719621,0.25213783,0.674078715,0.574584811,0.306209729,0.493100989,21.34089975,0.092167949,0.038001552,0.105394855,0.02069049,0.080820747,0.044028606,0.012236475,0.000880532,0.18613226,0.457853153,0.84833497,0.82687228,0.859919496,0.732423061,733264.2959
"218",0.029012471,0.009911585,0.003724128,0.505939107,0.943803654,0.011630403,0.02185172,0.198853299,0.698402363,0.538265358,0.316466004,0.344562963,14.18010939,0.055588513,0.033407016,0.086559215,0.002570761,0.074495737,0.086581567,0.028091401,0.000995471,0.072827468,0.973807859,0.871375006,0.743058928,0.655739402,0.103247238,734843.6242
"219",0.036015531,0.009419054,0.009379058,0.517574726,0.925310319,0.000922914,0.005027049,0.196234977,0.83083984,0.501586696,0.304132345,0.307574798,11.90601813,0.106550159,0.048729672,0.10215043,0.030862543,0.09795735,0.081066892,0.007094116,0.000999929,0.044037587,0.713095386,0.863034236,0.878006478,0.623047475,0.79459246,735212.0829
"220",0.040638634,0.022742623,0.014552047,0.506882649,0.95385596,0.001634454,0.032866093,0.274843906,0.830487783,0.660099446,0.309329842,0.355841322,9.567820583,0.081740337,0.124221886,0.028207414,0.028031716,0.083497816,0.084388057,0.012777969,0.001011972,0.29866042,0.565203,0.786221679,0.885265723,0.810923278,0.55835812,736227.9251
"221",0.045866023,0.020037242,0.001043888,0.508182546,0.780638739,0.000474167,0.018950426,0.278643477,0.815088568,0.521647262,0.31715387,0.300630795,7.72871702,0.013754324,0.018965404,0.189149786,0.005974853,0.049334157,0.091409026,0.051035083,0.001136136,0.666545894,0.85280355,0.836484318,0.882537292,0.824149181,0.221357014,737768.4496
"222",0.027282434,0.016755099,0.003085366,0.515054406,0.559964519,0.004209041,0.002534799,0.26364432,0.868754558,0.562706193,0.340962283,0.452708708,14.71231609,0.002248177,0.007062018,0.011920027,0.036359992,0.073872273,0.063523194,0.070513932,0.000866057,0.359240953,0.680788887,0.854256413,0.725642012,0.776434582,0.457902286,738334.9619
"223",0.04078157,0.003760489,0.005605678,0.502693221,0.443223877,0.00324611,0.014246768,0.165359913,0.818538322,0.527502797,0.323270566,0.367802876,27.33680138,0.007890747,0.029765834,0.062196013,0.03204973,0.048810924,0.048072974,0.02970748,0.000905535,0.274599876,0.788820466,0.787571755,0.892687044,0.846472032,0.697475479,738433.4367
"224",0.091059992,0.012494536,0.001960306,0.504076282,0.742345868,0.000820874,0.015138253,0.294811911,0.785051222,0.825083817,0.364111932,0.309825833,13.26983709,0.0691876,0.087162625,0.169091561,0.016897398,0.041162476,0.064293823,0.028627703,0.00104422,0.50937723,0.745104663,0.822266175,0.839913929,0.849594816,0.536949573,739059.3702
"225",0.074709893,0.00065274,0.004786485,0.514294998,0.782459689,0.002208217,0.028497699,0.194624411,0.676635921,0.646405263,0.302515609,0.413276509,12.43802615,0.088119753,0.008118218,0.154126215,0.002925751,0.047309768,0.077548616,0.085306208,0.001146447,0.109742152,0.403764787,0.896004671,0.811257036,0.899165776,0.476454747,739469.7792
"226",0.021351034,0.034637564,0.007759447,0.506147899,0.792522349,0.006478444,0.048297,0.299244898,0.631219268,0.531812227,0.32666578,0.403111948,10.75919626,0.115070626,0.019898201,0.006219735,0.038751442,0.096716464,0.090247203,0.065965902,0.000779296,0.364407479,0.910720574,0.826353876,0.868020552,0.790242897,0.726523692,740964.6616
"227",0.042513451,0.003478417,0.005895825,0.531883483,0.891563179,0.004997256,0.008821881,0.219842055,0.605859927,0.522183095,0.353578094,0.347416391,12.1181688,0.056167486,0.014971059,0.112404303,0.016782936,0.091632219,0.09704366,0.040211493,0.000971848,0.435263133,0.953208112,0.885859093,0.860168608,0.864506109,0.769015847,741142.2789
"228",0.024384315,0.007229917,0.017925049,0.534301514,0.87481064,0.002040967,0.034239361,0.247744477,0.732102233,0.50558995,0.314111495,0.450277238,14.84191317,0.061436721,0.00843048,0.077948158,0.007231816,0.071442434,0.068595736,0.026978881,0.001006066,0.176845114,0.046197589,0.848037847,0.840995918,0.867792729,0.741701217,743612.4611
"229",0.033361961,0.000929222,0.002349416,0.552690333,0.679852807,0.004804488,0.008916421,0.22567803,0.626300008,0.509282861,0.342977865,0.364853235,16.62936971,0.048740086,0.076051212,0.096154973,0.033412231,0.082344214,0.071567509,0.058870295,0.000797942,0.426353497,0.974255838,0.71936748,0.850936761,0.708312869,0.799104433,745751.5378
"230",0.036199699,0.000555467,0.012677914,0.547501261,0.391893917,1.84e-05,0.015620342,0.215697058,0.80539923,0.525451362,0.323095229,0.344317351,14.68727816,0.067773996,0.062540606,0.055325757,0.001986371,0.063152851,0.076526396,0.019646997,0.00104623,0.079597422,0.381472101,0.889702046,0.783512707,0.88646018,0.781989109,746455.9013
"231",0.106970703,0.025396324,0.004545848,0.505443894,0.263706135,0.003521927,0.001118376,0.275083626,0.694770238,0.661223472,0.304477687,0.340631189,12.22712644,0.036850499,0.197822025,0.136861918,0.046619777,0.065024626,0.062858119,0.045525712,0.000788075,0.076712653,0.440129278,0.880292051,0.874643498,0.844887742,0.43566855,748050.2154
"232",0.062834798,0.001432922,0.002466436,0.515909003,0.683688034,0.005457925,0.039451484,0.252653228,0.898950414,0.553669778,0.316409178,0.375315744,10.63423049,0.175484977,0.006635587,0.182959621,0.001548434,0.005404838,0.081619233,0.046584341,0.001178104,0.092687674,0.856144887,0.795423037,0.735779629,0.82253487,0.659137192,748684.7008
"233",0.035243359,0.001431608,0.000944524,0.523160985,0.946886525,0.001864071,0.005245678,0.273043691,0.871310817,0.523293594,0.436874371,0.32350065,18.73188812,0.110686762,0.038316857,0.039704098,0.006766612,0.018053634,0.064150663,0.040016734,0.00107306,0.683033691,0.83193053,0.798691704,0.712644284,0.793901988,0.784994385,749503.4444
"234",0.026807384,0.027112885,0.010065495,0.500111114,0.971083411,0.004687104,0.035739552,0.23257042,0.856077309,0.599855528,0.311313544,0.304135437,17.30227748,0.061687833,0.014853578,0.004320985,0.007327122,0.061581322,0.061319342,0.012752026,0.000987572,0.063869126,0.792180782,0.829553143,0.764988073,0.758357994,0.685789138,751192.7354
"235",0.06365255,0.016860211,0.014216454,0.524428216,0.111656492,0.005929916,0.013938051,0.260191573,0.844163263,0.61381866,0.330852842,0.452507257,19.33202756,0.18541373,0.102169152,0.039435428,0.089683788,0.059649387,0.05330304,0.032472744,0.000480084,0.216510367,0.796678527,0.885216143,0.709447926,0.736265512,0.692763937,751553.6908
"236",0.058743639,0.031019279,0.005927471,0.500664616,0.857233251,0.001400529,0.038138161,0.29220329,0.678585968,0.621900819,0.300330161,0.354204667,7.772179968,0.05436646,0.019631865,0.166889474,0.042298077,0.082916208,0.092026397,0.013348328,0.000968878,0.382693745,0.475179336,0.870294195,0.890089328,0.809338303,0.535997221,752747.6349
"237",0.058489434,0.003693547,0.00342713,0.551219968,0.444117634,0.000116822,0.013757826,0.293102002,0.657185682,0.50250224,0.353761489,0.312822388,8.545662314,0.022365433,0.025636468,0.036753409,0.005835224,0.03074091,0.098817905,0.049434056,0.001123092,0.043001178,0.756917775,0.85477319,0.791845706,0.700903948,0.719337235,753148.3001
"238",0.036216776,0.00892443,0.002963535,0.504130023,0.99470391,0.000637461,0.014742527,0.239632454,0.848850673,0.636324402,0.318819544,0.431777664,8.556714677,0.180299546,0.15929254,0.174975394,0.018391465,0.057735867,0.09522134,0.058396692,0.001111906,0.292232621,0.721754482,0.807993532,0.695996788,0.869526073,0.650932359,754902.8645
"239",0.084071568,0.013350047,0.007683342,0.529704173,0.973548006,0.006144539,0.014113337,0.286566263,0.630491502,0.599801818,0.323203947,0.319194307,9.412912871,0.034699775,0.008821216,0.031507939,0.009046403,0.050548918,0.091166988,0.042517235,0.000971701,0.528126129,0.341349259,0.888274141,0.763411719,0.881126279,0.705113078,755237.9457
"240",0.059051023,0.014992909,0.001748098,0.529503757,0.921117962,0.004638663,0.012543079,0.267365295,0.787154603,0.510171285,0.314765205,0.349112289,11.73998009,0.116889062,0.052563954,0.088989883,0.047541744,0.0505973,0.068446723,0.066239896,0.000892792,0.083427049,0.820689583,0.860864184,0.730011831,0.845887319,0.7819724,755860.777
"241",0.147937915,0.00214378,0.007503107,0.534902286,0.809546006,0.002973875,0.009031415,0.298628489,0.725013081,0.687808986,0.336013846,0.344687886,8.79013129,0.163969013,0.010612417,0.090623819,0.071943226,0.009672205,0.091078407,0.051960787,0.000850642,0.221696282,0.259603567,0.873276641,0.736979093,0.884125212,0.514861375,756200.9911
"242",0.048376238,0.002636706,0.005466871,0.546025725,0.688618833,0.002443481,0.052576836,0.274452192,0.886429365,0.557631402,0.370944243,0.35477486,17.95249396,0.062406396,0.01233895,0.149573789,0.079291631,0.057616598,0.070586405,0.02028033,0.000604601,0.204337672,0.654165621,0.797588459,0.73502186,0.693408899,0.71501964,758475.1503
"243",0.162657627,0.020065875,0.013454034,0.503501895,0.88776734,4.72e-05,0.079288574,0.261649049,0.600427418,0.743036742,0.312982936,0.442799983,23.72978083,0.126587164,0.122520468,0.155874998,0.065980905,0.012584851,0.050416765,0.023047625,0.000452522,0.891310533,0.890816984,0.895621304,0.890715967,0.812871503,0.30985312,758537.2343
"244",0.071820032,0.001811869,0.005614197,0.520634255,0.447603005,0.003590462,0.057512869,0.204424765,0.719516754,0.606511778,0.301023353,0.387016466,16.88738446,0.012605595,0.097969821,0.036701672,0.012048173,0.043037649,0.069348967,0.055827451,0.001043569,0.15684818,0.360336795,0.845929464,0.847450971,0.805159519,0.66979239,758967.5397
"245",0.120214316,0.024161435,0.003168882,0.511739035,0.800029852,0.003259363,0.008663353,0.251912583,0.608173863,0.596051339,0.336370875,0.320324039,13.23662602,0.181844131,0.025528046,0.114735764,0.037195584,0.004107671,0.075039754,0.064747391,0.00083343,0.450061989,0.453473019,0.836574723,0.800521919,0.842283059,0.692647837,760207.4874
"246",0.042860872,0.014323008,0.002161038,0.513902461,0.781198131,0.011641535,0.027049482,0.288026546,0.767257905,0.613778506,0.303107589,0.328907081,12.62889908,0.048473664,0.026413971,0.007017587,4.03e-05,0.051821552,0.056627816,0.050935409,0.001100603,0.069082282,0.911658592,0.898732486,0.73397845,0.729713846,0.71011587,760900.056
"247",0.065370872,0.00790414,0.010276014,0.53036054,0.804891214,0.002540561,0.05910732,0.265122348,0.745764273,0.589646299,0.33073924,0.368692056,11.50755937,0.013085643,0.036643923,0.021902099,0.022396803,0.05109625,0.097140143,0.025433634,0.000966266,0.097734813,0.947269908,0.894416861,0.78688066,0.791537249,0.7429862,762015.7024
"248",0.08621243,0.02855352,0.005747067,0.501301943,0.928901718,0.001931778,0.005541018,0.265971972,0.738994052,0.557087664,0.301883443,0.435680102,7.976111581,0.186116944,0.00810167,0.082256748,0.032318974,0.008314261,0.089544605,0.065171271,0.001009501,0.135283845,0.680938352,0.842376512,0.870268244,0.889802807,0.57680243,763485.7733
"249",0.03831751,0.017199945,0.008139802,0.500123646,0.730807398,0.000708461,0.059487656,0.226505452,0.82982713,0.620473829,0.362557675,0.325171834,21.70481418,0.073644387,0.064256723,0.194149034,0.034690021,0.044268862,0.064353292,0.00872623,0.000861618,0.123481114,0.864159263,0.882769053,0.85483745,0.819464846,0.776545107,764732.9287
"250",0.074589102,0.030256499,0.002313017,0.505869482,0.888747348,0.001822074,0.037366579,0.239366336,0.669630401,0.561793265,0.304022231,0.31652561,12.32095031,0.032635433,0.064671976,0.156842026,0.004322106,0.050281521,0.074900395,0.045380053,0.001046253,0.254402774,0.959472829,0.828959352,0.890916961,0.867777242,0.705822909,766663.2725
"251",0.044629326,0.000291348,0.001782417,0.503847533,0.317938023,0.009991653,0.035670239,0.186448788,0.827443802,0.576346615,0.321330135,0.317486295,19.82912192,0.039548159,0.154443053,0.06912421,0.069723395,0.079120225,0.064403074,0.055034512,0.000757825,0.063637354,0.84040828,0.823583275,0.836932823,0.594653612,0.561252018,766982.4533
"252",0.014875862,0.002955701,0.00258881,0.517145065,0.165854831,0.014993132,0.033086494,0.206371591,0.890401363,0.643736033,0.345130252,0.320783842,23.57990309,0.025374655,0.038092996,0.03795425,0.008526353,0.09409552,0.056872286,0.034337771,0.00098353,0.394765123,0.584841465,0.863903176,0.824316241,0.865759504,0.788319902,767453.6385
"253",0.121424945,0.030645643,0.006511117,0.513659207,0.530322684,0.002708372,0.026991104,0.298924164,0.705306546,0.898166016,0.322803481,0.300058113,9.485114843,0.00408763,0.047532513,0.190621905,0.04521661,0.032339257,0.090515884,0.023933651,0.000870514,0.212323444,0.950928602,0.882574111,0.826426928,0.798185539,0.164706287,767818.2436
"254",0.070341343,0.01232417,0.003661886,0.562058041,0.919960613,7.53e-05,0.026214725,0.29473218,0.643906981,0.709097872,0.304369798,0.354080816,9.659534278,0.163263703,0.003461173,0.176898309,0.058277065,0.04780845,0.088718821,0.064105291,0.000786882,0.563217908,0.635255121,0.827455966,0.69693234,0.84064779,0.75746141,769385.7641
"255",0.033468241,0.007312489,0.003498504,0.529573091,0.960162066,0.002987911,0.01722556,0.184096418,0.759677405,0.514005527,0.320621648,0.36329504,14.25379596,0.063904551,0.052100784,0.04742566,0.022997805,0.070007045,0.093548087,0.081586984,0.000949223,0.026800231,0.95685661,0.822889651,0.81677402,0.835983488,0.780393521,769748.1118
"256",0.058671016,0.005160333,0.010138727,0.508615426,0.478868885,0.015116835,0.04270809,0.243897299,0.64772651,0.575261345,0.339906629,0.32325291,14.76724609,0.186076394,0.038296332,0.02192898,0.014167245,0.014789258,0.080551428,0.027228497,0.000943841,0.168610889,0.771494982,0.883639763,0.809489717,0.883208217,0.343131163,770728.4658
"257",0.13901827,0.014454878,0.003996168,0.504983503,0.833828449,0.00610488,0.028539586,0.215342315,0.671446068,0.701214429,0.307718583,0.39257424,11.91870536,0.068873677,0.013410118,0.051741766,0.015230016,0.001358587,0.093825716,0.076957388,0.000959208,0.013185718,0.502236056,0.773508804,0.76964042,0.684526264,0.400483715,770969.42
"258",0.069215407,0.019205582,0.000999496,0.517990102,0.702278326,0.002495897,0.03578358,0.226080065,0.657332772,0.505132414,0.315336822,0.378169964,12.22731572,0.164913257,0.128466324,0.150522807,0.011945577,0.017980507,0.086639162,0.055407435,0.001030042,0.266136808,0.823695619,0.89087491,0.866150007,0.590367772,0.684516506,771649.9211
"259",0.042730841,0.006139498,0.003245404,0.548003713,0.995087552,0.004879284,0.008437919,0.295421511,0.677596523,0.507907488,0.315822163,0.343501075,7.3894012,0.044526304,0.048419531,0.181111947,0.012576973,0.06333318,0.098356235,0.04394255,0.001058117,0.068782496,0.720220934,0.883976352,0.858567844,0.858006532,0.318257496,773389.1977
"260",0.031931076,0.009171722,0.005647458,0.515188614,0.928496549,0.000506032,0.04219211,0.28501641,0.80025404,0.50788238,0.321285718,0.367686384,14.09363246,0.035780316,0.089510843,0.009901061,0.022371134,0.067122183,0.052855554,0.033273602,0.001034223,0.11543083,0.947210771,0.840781005,0.811239713,0.887971381,0.789694925,774592.1458
"261",0.085251394,0.002700747,0.005619067,0.528189772,0.678675507,0.004690409,0.054238142,0.280889182,0.850110595,0.524948599,0.4012892,0.362898785,14.98377272,0.09627558,0.014814502,0.186942074,0.046289616,0.009020156,0.084620738,0.006319173,0.000878997,0.223253002,0.777781068,0.898761381,0.789330804,0.765028218,0.74693418,775001.8513
"262",0.0526684,0.0065828,0.020430632,0.537424959,0.319892605,0.000144726,0.021008992,0.280673167,0.774805571,0.654824075,0.31910824,0.430022728,12.88318867,0.089684152,0.040170076,0.037437511,0.004006514,0.062055888,0.067393094,0.002024276,0.001032328,0.151776763,0.785722174,0.885242331,0.800366653,0.871623806,0.705460645,775444.1761
"263",0.074866809,0.003504756,0.000365596,0.535109741,0.964111091,0.004654651,0.024355724,0.299859207,0.828825624,0.59042908,0.309281543,0.362196325,8.83065532,0.142123996,0.042682738,0.092309114,0.027566822,0.015897355,0.076709892,0.085850539,0.001079617,0.166343919,0.855735941,0.82555187,0.867531689,0.810738962,0.772492663,775896.3139
"264",0.128686137,0.005906191,0.000200814,0.532035532,0.981518953,0.009489045,0.068004283,0.280477622,0.694065118,0.65627434,0.343599294,0.319561758,23.48911569,0.198291993,0.023862077,0.015384046,0.048161234,0.020358424,0.051498225,0.041843247,0.00060311,0.501434846,0.677558346,0.766351431,0.615354062,0.837914072,0.530272752,776139.1159
"265",0.145461764,0.017563739,0.018190738,0.554328426,0.373385546,0.000122347,0.008953552,0.275559154,0.602763409,0.53904729,0.399504021,0.362615917,13.23001767,0.166376406,0.090460656,0.14275984,0.099354628,0.031259192,0.085678437,0.021888883,0.000494115,0.304950436,0.767157635,0.874468669,0.66920241,0.707754313,0.69824373,776298.4469
"266",0.017528349,0.012721569,0.013353437,0.537610428,0.952773247,0.002027723,0.015985575,0.264400458,0.743592196,0.62034719,0.318641111,0.320522922,12.64104851,0.039619696,0.012126501,0.00627095,0.00086181,0.098797867,0.066022153,0.008170708,0.001082487,0.086359298,0.122455661,0.878056738,0.886192117,0.863490342,0.558610631,776501.6664
"267",0.058921167,0.006662509,0.009398346,0.5409187,0.435204,0.002362242,0.035993931,0.226902354,0.667429278,0.622408609,0.310650436,0.319507084,12.6929937,0.112792862,0.025733226,0.11882356,0.098064503,0.099104245,0.082631322,0.032804598,0.000669256,0.002457121,0.557543227,0.874201069,0.854954903,0.619992599,0.647333401,777275.0176
"268",0.021334994,0.009066403,0.004733005,0.546675115,0.950410134,0.005166876,0.037587617,0.299385107,0.892012393,0.554344789,0.346306628,0.308577588,13.72019606,0.079455471,0.006260305,0.170233684,0.017139548,0.066879372,0.067720626,0.0088977,0.001013234,0.36519565,0.974219371,0.88473442,0.887962848,0.883806895,0.268254686,778018.7151
"269",0.037532389,0.011543644,0.008055813,0.520217212,0.498817775,0.006017086,0.008503058,0.249501058,0.656122638,0.719998746,0.352422561,0.316310534,21.47819531,0.004281703,0.078411895,0.055545795,0.009696653,0.073070065,0.048267066,0.009822327,0.000946167,0.011411329,0.329632536,0.886191038,0.890124315,0.808082883,0.715342613,778722.51
"270",0.031759474,0.005427145,0.022579654,0.507037942,0.991528273,0.003848343,0.049674644,0.253044712,0.815172424,0.510644835,0.306168833,0.387137461,10.06085369,0.092472256,0.031618154,0.067140249,0.010056669,0.080967628,0.093847458,0.00340246,0.001078745,0.052507975,0.034263789,0.877738282,0.778810929,0.84058379,0.544796135,779866.7818
"271",0.077912682,0.009781213,0.012800206,0.500075835,0.48063786,0.003217465,0.010291188,0.291788614,0.714102987,0.57535253,0.345392332,0.318331592,7.670108462,0.032151529,0.055171352,0.036868892,0.01882263,0.029348762,0.097754752,0.014310107,0.001090757,0.184218764,0.190060357,0.888291417,0.89201306,0.876154281,0.496168445,780207.0133
"272",0.048990215,0.02198987,0.002611311,0.507202676,0.560262987,0.004945156,0.018033059,0.238681984,0.887891305,0.593171086,0.328130607,0.315227493,14.00525088,0.047630271,0.011446996,0.071449819,0.014951649,0.04751934,0.06707187,0.054607279,0.001030071,0.06603027,0.509380939,0.891985752,0.855274677,0.810147844,0.529473584,783478.7142
"273",0.002655948,0.000780693,0.008885989,0.540511436,0.719887044,0.006644428,0.020786491,0.262037108,0.734613601,0.558359149,0.373295938,0.369537724,25.46463743,0.088608628,0.043512279,0.199599726,0.051910185,0.060459215,0.042170541,0.010146755,0.00061052,0.201508235,0.84919504,0.757158133,0.69702533,0.727344627,0.787601181,783681.1429
