"a2","a3","a4","b","gamma","l","mu","p","phi1","phi2","phi3","phi4","ql","vL","r2","r3","r4","t1","t2","t3","t4","y1","y2","z1","z2","z3","z4","error"
0.000475621363148093,0.00114133399911225,7.46957026422024e-05,0.999555122572929,0.376345318276435,0.133951671305113,0.494768577220384,0.181454326410312,0.892657562912791,0.884788824390853,0.476729556210339,0.493812583060935,11.2497641891241,0.00128077262837905,0.135112304799259,0.0565042136237025,0.103222920093685,0.0413409915752709,0.0378968413511757,0.0365635002031922,0.0492104060249403,0.303496846812777,0.405229178548325,0.674898642324842,0.570941976550966,0.636359867837746,0.511270421592053,202270.730915806
